recipe,pair,scope,rank
Caption Distance FGW,canonical,aggregate,6
Caption Distance FGW,canonical,aggregate,3
Caption Distance FGW,canonical,aggregate,135
Caption Distance FGW,canonical,aggregate,9
Caption Distance FGW,canonical,aggregate,113
Caption Distance FGW,canonical,aggregate,83
Caption Distance FGW,canonical,aggregate,12
Caption Distance FGW,canonical,aggregate,193
Caption Distance FGW,canonical,aggregate,287
Caption Distance FGW,canonical,aggregate,198
Caption Distance FGW,canonical,aggregate,19
Caption Distance FGW,canonical,aggregate,136
Caption Distance FGW,canonical,aggregate,27
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,6
Caption Distance FGW,canonical,aggregate,13
Caption Distance FGW,canonical,aggregate,13
Caption Distance FGW,canonical,aggregate,71
Caption Distance FGW,canonical,aggregate,164
Caption Distance FGW,canonical,aggregate,15
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,19
Caption Distance FGW,canonical,aggregate,5
Caption Distance FGW,canonical,aggregate,41
Caption Distance FGW,canonical,aggregate,57
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,266
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,21
Caption Distance FGW,canonical,aggregate,30
Caption Distance FGW,canonical,aggregate,85
Caption Distance FGW,canonical,aggregate,238
Caption Distance FGW,canonical,aggregate,24
Caption Distance FGW,canonical,aggregate,32
Caption Distance FGW,canonical,aggregate,92
Caption Distance FGW,canonical,aggregate,119
Caption Distance FGW,canonical,aggregate,285
Caption Distance FGW,canonical,aggregate,30
Caption Distance FGW,canonical,aggregate,143
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,229
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,12
Caption Distance FGW,canonical,aggregate,37
Caption Distance FGW,canonical,aggregate,163
Caption Distance FGW,canonical,aggregate,7
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,50
Caption Distance FGW,canonical,aggregate,22
Caption Distance FGW,canonical,aggregate,54
Caption Distance FGW,canonical,aggregate,124
Caption Distance FGW,canonical,aggregate,142
Caption Distance FGW,canonical,aggregate,26
Caption Distance FGW,canonical,aggregate,108
Caption Distance FGW,canonical,aggregate,22
Caption Distance FGW,canonical,aggregate,45
Caption Distance FGW,canonical,aggregate,202
Caption Distance FGW,canonical,aggregate,5
Caption Distance FGW,canonical,aggregate,3
Caption Distance FGW,canonical,aggregate,167
Caption Distance FGW,canonical,aggregate,104
Caption Distance FGW,canonical,aggregate,3
Caption Distance FGW,canonical,aggregate,228
Caption Distance FGW,canonical,aggregate,11
Caption Distance FGW,canonical,aggregate,154
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,80
Caption Distance FGW,canonical,aggregate,241
Caption Distance FGW,canonical,aggregate,59
Caption Distance FGW,canonical,aggregate,149
Caption Distance FGW,canonical,aggregate,26
Caption Distance FGW,canonical,aggregate,96
Caption Distance FGW,canonical,aggregate,98
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,38
Caption Distance FGW,canonical,aggregate,5
Caption Distance FGW,canonical,aggregate,20
Caption Distance FGW,canonical,aggregate,266
Caption Distance FGW,canonical,aggregate,54
Caption Distance FGW,canonical,aggregate,47
Caption Distance FGW,canonical,aggregate,55
Caption Distance FGW,canonical,aggregate,27
Caption Distance FGW,canonical,aggregate,15
Caption Distance FGW,canonical,aggregate,256
Caption Distance FGW,canonical,aggregate,31
Caption Distance FGW,canonical,aggregate,3
Caption Distance FGW,canonical,aggregate,12
Caption Distance FGW,canonical,aggregate,19
Caption Distance FGW,canonical,aggregate,98
Caption Distance FGW,canonical,aggregate,16
Caption Distance FGW,canonical,aggregate,35
Caption Distance FGW,canonical,aggregate,67
Caption Distance FGW,canonical,aggregate,10
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,17
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,6
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,136
Caption Distance FGW,canonical,aggregate,60
Caption Distance FGW,canonical,aggregate,11
Caption Distance FGW,canonical,aggregate,290
Caption Distance FGW,canonical,aggregate,92
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,111
Caption Distance FGW,canonical,aggregate,253
Caption Distance FGW,canonical,aggregate,12
Caption Distance FGW,canonical,aggregate,39
Caption Distance FGW,canonical,aggregate,20
Caption Distance FGW,canonical,aggregate,76
Caption Distance FGW,canonical,aggregate,6
Caption Distance FGW,canonical,aggregate,57
Caption Distance FGW,canonical,aggregate,80
Caption Distance FGW,canonical,aggregate,147
Caption Distance FGW,canonical,aggregate,42
Caption Distance FGW,canonical,aggregate,166
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,5
Caption Distance FGW,canonical,aggregate,11
Caption Distance FGW,canonical,aggregate,244
Caption Distance FGW,canonical,aggregate,29
Caption Distance FGW,canonical,aggregate,23
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,51
Caption Distance FGW,canonical,aggregate,18
Caption Distance FGW,canonical,aggregate,9
Caption Distance FGW,canonical,aggregate,35
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,10
Caption Distance FGW,canonical,aggregate,30
Caption Distance FGW,canonical,aggregate,53
Caption Distance FGW,canonical,aggregate,37
Caption Distance FGW,canonical,aggregate,85
Caption Distance FGW,canonical,aggregate,59
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,209
Caption Distance FGW,canonical,aggregate,27
Caption Distance FGW,canonical,aggregate,122
Caption Distance FGW,canonical,aggregate,111
Caption Distance FGW,canonical,aggregate,5
Caption Distance FGW,canonical,aggregate,30
Caption Distance FGW,canonical,aggregate,34
Caption Distance FGW,canonical,aggregate,74
Caption Distance FGW,canonical,aggregate,226
Caption Distance FGW,canonical,aggregate,277
Caption Distance FGW,canonical,aggregate,180
Caption Distance FGW,canonical,aggregate,21
Caption Distance FGW,canonical,aggregate,32
Caption Distance FGW,canonical,aggregate,10
Caption Distance FGW,canonical,aggregate,104
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,22
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,6
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,72
Caption Distance FGW,canonical,aggregate,59
Caption Distance FGW,canonical,aggregate,119
Caption Distance FGW,canonical,aggregate,190
Caption Distance FGW,canonical,aggregate,17
Caption Distance FGW,canonical,aggregate,89
Caption Distance FGW,canonical,aggregate,191
Caption Distance FGW,canonical,aggregate,9
Caption Distance FGW,canonical,aggregate,280
Caption Distance FGW,canonical,aggregate,80
Caption Distance FGW,canonical,aggregate,85
Caption Distance FGW,canonical,aggregate,142
Caption Distance FGW,canonical,aggregate,25
Caption Distance FGW,canonical,aggregate,97
Caption Distance FGW,canonical,aggregate,12
Caption Distance FGW,canonical,aggregate,25
Caption Distance FGW,canonical,aggregate,19
Caption Distance FGW,canonical,aggregate,26
Caption Distance FGW,canonical,aggregate,173
Caption Distance FGW,canonical,aggregate,126
Caption Distance FGW,canonical,aggregate,81
Caption Distance FGW,canonical,aggregate,36
Caption Distance FGW,canonical,aggregate,40
Caption Distance FGW,canonical,aggregate,61
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,24
Caption Distance FGW,canonical,aggregate,42
Caption Distance FGW,canonical,aggregate,31
Caption Distance FGW,canonical,aggregate,288
Caption Distance FGW,canonical,aggregate,99
Caption Distance FGW,canonical,aggregate,99
Caption Distance FGW,canonical,aggregate,9
Caption Distance FGW,canonical,aggregate,81
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,400
Caption Distance FGW,canonical,aggregate,305
Caption Distance FGW,canonical,aggregate,102
Caption Distance FGW,canonical,aggregate,61
Caption Distance FGW,canonical,aggregate,29
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,4
Caption Distance FGW,canonical,aggregate,155
Caption Distance FGW,canonical,aggregate,22
Caption Distance FGW,canonical,aggregate,165
Caption Distance FGW,canonical,aggregate,178
Caption Distance FGW,canonical,aggregate,39
Caption Distance FGW,canonical,aggregate,155
Caption Distance FGW,canonical,aggregate,3
Caption Distance FGW,canonical,aggregate,114
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,123
Caption Distance FGW,canonical,aggregate,160
Caption Distance FGW,canonical,aggregate,99
Caption Distance FGW,canonical,aggregate,119
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,119
Caption Distance FGW,canonical,aggregate,13
Caption Distance FGW,canonical,aggregate,102
Caption Distance FGW,canonical,aggregate,13
Caption Distance FGW,canonical,aggregate,17
Caption Distance FGW,canonical,aggregate,236
Caption Distance FGW,canonical,aggregate,101
Caption Distance FGW,canonical,aggregate,94
Caption Distance FGW,canonical,aggregate,25
Caption Distance FGW,canonical,aggregate,213
Caption Distance FGW,canonical,aggregate,295
Caption Distance FGW,canonical,aggregate,2
Caption Distance FGW,canonical,aggregate,1
Caption Distance FGW,canonical,aggregate,74
Caption Distance FGW,canonical,aggregate,138
Caption Distance FGW,canonical,aggregate,195
Caption Distance FGW,canonical,aggregate,134
Caption Distance FGW,canonical,aggregate,151
Caption Distance FGW,canonical,heldout,85
Caption Distance FGW,canonical,heldout,88
Caption Distance FGW,canonical,heldout,151
Caption Distance FGW,canonical,heldout,169
Caption Distance FGW,canonical,heldout,47
Caption Distance FGW,canonical,heldout,243
Caption Distance FGW,canonical,heldout,12
Caption Distance FGW,canonical,heldout,1
Caption Distance FGW,canonical,heldout,7
Caption Distance FGW,canonical,heldout,11
Caption Distance FGW,canonical,heldout,41
Caption Distance FGW,canonical,heldout,115
Caption Distance FGW,canonical,heldout,7
Caption Distance FGW,canonical,heldout,34
Caption Distance FGW,canonical,heldout,12
Caption Distance FGW,canonical,heldout,67
Caption Distance FGW,canonical,heldout,1
Caption Distance FGW,canonical,heldout,4
Caption Distance FGW,canonical,heldout,1
Caption Distance FGW,canonical,heldout,11
Caption Distance FGW,canonical,heldout,1
Caption Distance FGW,canonical,heldout,85
Caption Distance FGW,canonical,heldout,111
Caption Distance FGW,canonical,heldout,42
Caption Distance FGW,canonical,heldout,4
Caption Distance FGW,canonical,heldout,178
Caption Distance FGW,canonical,heldout,39
Caption Distance FGW,canonical,heldout,13
Caption Distance FGW,canonical,heldout,236
Caption Distance FGW,canonical,heldout,134
GW (intra-modal geometry),canonical,aggregate,109
GW (intra-modal geometry),canonical,aggregate,86
GW (intra-modal geometry),canonical,aggregate,352
GW (intra-modal geometry),canonical,aggregate,285
GW (intra-modal geometry),canonical,aggregate,210
GW (intra-modal geometry),canonical,aggregate,148
GW (intra-modal geometry),canonical,aggregate,313
GW (intra-modal geometry),canonical,aggregate,146
GW (intra-modal geometry),canonical,aggregate,268
GW (intra-modal geometry),canonical,aggregate,138
GW (intra-modal geometry),canonical,aggregate,95
GW (intra-modal geometry),canonical,aggregate,375
GW (intra-modal geometry),canonical,aggregate,399
GW (intra-modal geometry),canonical,aggregate,311
GW (intra-modal geometry),canonical,aggregate,242
GW (intra-modal geometry),canonical,aggregate,151
GW (intra-modal geometry),canonical,aggregate,84
GW (intra-modal geometry),canonical,aggregate,57
GW (intra-modal geometry),canonical,aggregate,185
GW (intra-modal geometry),canonical,aggregate,195
GW (intra-modal geometry),canonical,aggregate,184
GW (intra-modal geometry),canonical,aggregate,75
GW (intra-modal geometry),canonical,aggregate,251
GW (intra-modal geometry),canonical,aggregate,279
GW (intra-modal geometry),canonical,aggregate,245
GW (intra-modal geometry),canonical,aggregate,205
GW (intra-modal geometry),canonical,aggregate,132
GW (intra-modal geometry),canonical,aggregate,55
GW (intra-modal geometry),canonical,aggregate,84
GW (intra-modal geometry),canonical,aggregate,25
GW (intra-modal geometry),canonical,aggregate,314
GW (intra-modal geometry),canonical,aggregate,6
GW (intra-modal geometry),canonical,aggregate,230
GW (intra-modal geometry),canonical,aggregate,79
GW (intra-modal geometry),canonical,aggregate,109
GW (intra-modal geometry),canonical,aggregate,33
GW (intra-modal geometry),canonical,aggregate,88
GW (intra-modal geometry),canonical,aggregate,166
GW (intra-modal geometry),canonical,aggregate,147
GW (intra-modal geometry),canonical,aggregate,360
GW (intra-modal geometry),canonical,aggregate,116
GW (intra-modal geometry),canonical,aggregate,213
GW (intra-modal geometry),canonical,aggregate,161
GW (intra-modal geometry),canonical,aggregate,196
GW (intra-modal geometry),canonical,aggregate,393
GW (intra-modal geometry),canonical,aggregate,178
GW (intra-modal geometry),canonical,aggregate,248
GW (intra-modal geometry),canonical,aggregate,97
GW (intra-modal geometry),canonical,aggregate,252
GW (intra-modal geometry),canonical,aggregate,208
GW (intra-modal geometry),canonical,aggregate,84
GW (intra-modal geometry),canonical,aggregate,4
GW (intra-modal geometry),canonical,aggregate,101
GW (intra-modal geometry),canonical,aggregate,368
GW (intra-modal geometry),canonical,aggregate,142
GW (intra-modal geometry),canonical,aggregate,126
GW (intra-modal geometry),canonical,aggregate,230
GW (intra-modal geometry),canonical,aggregate,61
GW (intra-modal geometry),canonical,aggregate,2
GW (intra-modal geometry),canonical,aggregate,367
GW (intra-modal geometry),canonical,aggregate,91
GW (intra-modal geometry),canonical,aggregate,29
GW (intra-modal geometry),canonical,aggregate,224
GW (intra-modal geometry),canonical,aggregate,142
GW (intra-modal geometry),canonical,aggregate,301
GW (intra-modal geometry),canonical,aggregate,270
GW (intra-modal geometry),canonical,aggregate,233
GW (intra-modal geometry),canonical,aggregate,193
GW (intra-modal geometry),canonical,aggregate,59
GW (intra-modal geometry),canonical,aggregate,144
GW (intra-modal geometry),canonical,aggregate,272
GW (intra-modal geometry),canonical,aggregate,82
GW (intra-modal geometry),canonical,aggregate,312
GW (intra-modal geometry),canonical,aggregate,121
GW (intra-modal geometry),canonical,aggregate,308
GW (intra-modal geometry),canonical,aggregate,342
GW (intra-modal geometry),canonical,aggregate,205
GW (intra-modal geometry),canonical,aggregate,240
GW (intra-modal geometry),canonical,aggregate,90
GW (intra-modal geometry),canonical,aggregate,291
GW (intra-modal geometry),canonical,aggregate,176
GW (intra-modal geometry),canonical,aggregate,182
GW (intra-modal geometry),canonical,aggregate,123
GW (intra-modal geometry),canonical,aggregate,103
GW (intra-modal geometry),canonical,aggregate,95
GW (intra-modal geometry),canonical,aggregate,312
GW (intra-modal geometry),canonical,aggregate,98
GW (intra-modal geometry),canonical,aggregate,173
GW (intra-modal geometry),canonical,aggregate,273
GW (intra-modal geometry),canonical,aggregate,187
GW (intra-modal geometry),canonical,aggregate,238
GW (intra-modal geometry),canonical,aggregate,392
GW (intra-modal geometry),canonical,aggregate,279
GW (intra-modal geometry),canonical,aggregate,274
GW (intra-modal geometry),canonical,aggregate,13
GW (intra-modal geometry),canonical,aggregate,328
GW (intra-modal geometry),canonical,aggregate,198
GW (intra-modal geometry),canonical,aggregate,246
GW (intra-modal geometry),canonical,aggregate,103
GW (intra-modal geometry),canonical,aggregate,237
GW (intra-modal geometry),canonical,aggregate,76
GW (intra-modal geometry),canonical,aggregate,28
GW (intra-modal geometry),canonical,aggregate,8
GW (intra-modal geometry),canonical,aggregate,95
GW (intra-modal geometry),canonical,aggregate,376
GW (intra-modal geometry),canonical,aggregate,252
GW (intra-modal geometry),canonical,aggregate,64
GW (intra-modal geometry),canonical,aggregate,70
GW (intra-modal geometry),canonical,aggregate,13
GW (intra-modal geometry),canonical,aggregate,33
GW (intra-modal geometry),canonical,aggregate,27
GW (intra-modal geometry),canonical,aggregate,127
GW (intra-modal geometry),canonical,aggregate,251
GW (intra-modal geometry),canonical,aggregate,20
GW (intra-modal geometry),canonical,aggregate,302
GW (intra-modal geometry),canonical,aggregate,267
GW (intra-modal geometry),canonical,aggregate,351
GW (intra-modal geometry),canonical,aggregate,253
GW (intra-modal geometry),canonical,aggregate,214
GW (intra-modal geometry),canonical,aggregate,180
GW (intra-modal geometry),canonical,aggregate,62
GW (intra-modal geometry),canonical,aggregate,292
GW (intra-modal geometry),canonical,aggregate,320
GW (intra-modal geometry),canonical,aggregate,272
GW (intra-modal geometry),canonical,aggregate,127
GW (intra-modal geometry),canonical,aggregate,4
GW (intra-modal geometry),canonical,aggregate,311
GW (intra-modal geometry),canonical,aggregate,65
GW (intra-modal geometry),canonical,aggregate,244
GW (intra-modal geometry),canonical,aggregate,116
GW (intra-modal geometry),canonical,aggregate,303
GW (intra-modal geometry),canonical,aggregate,289
GW (intra-modal geometry),canonical,aggregate,377
GW (intra-modal geometry),canonical,aggregate,76
GW (intra-modal geometry),canonical,aggregate,171
GW (intra-modal geometry),canonical,aggregate,343
GW (intra-modal geometry),canonical,aggregate,57
GW (intra-modal geometry),canonical,aggregate,290
GW (intra-modal geometry),canonical,aggregate,20
GW (intra-modal geometry),canonical,aggregate,84
GW (intra-modal geometry),canonical,aggregate,38
GW (intra-modal geometry),canonical,aggregate,341
GW (intra-modal geometry),canonical,aggregate,231
GW (intra-modal geometry),canonical,aggregate,307
GW (intra-modal geometry),canonical,aggregate,172
GW (intra-modal geometry),canonical,aggregate,140
GW (intra-modal geometry),canonical,aggregate,18
GW (intra-modal geometry),canonical,aggregate,40
GW (intra-modal geometry),canonical,aggregate,16
GW (intra-modal geometry),canonical,aggregate,31
GW (intra-modal geometry),canonical,aggregate,163
GW (intra-modal geometry),canonical,aggregate,92
GW (intra-modal geometry),canonical,aggregate,205
GW (intra-modal geometry),canonical,aggregate,115
GW (intra-modal geometry),canonical,aggregate,171
GW (intra-modal geometry),canonical,aggregate,387
GW (intra-modal geometry),canonical,aggregate,184
GW (intra-modal geometry),canonical,aggregate,282
GW (intra-modal geometry),canonical,aggregate,113
GW (intra-modal geometry),canonical,aggregate,261
GW (intra-modal geometry),canonical,aggregate,395
GW (intra-modal geometry),canonical,aggregate,30
GW (intra-modal geometry),canonical,aggregate,375
GW (intra-modal geometry),canonical,aggregate,379
GW (intra-modal geometry),canonical,aggregate,170
GW (intra-modal geometry),canonical,aggregate,193
GW (intra-modal geometry),canonical,aggregate,8
GW (intra-modal geometry),canonical,aggregate,101
GW (intra-modal geometry),canonical,aggregate,160
GW (intra-modal geometry),canonical,aggregate,74
GW (intra-modal geometry),canonical,aggregate,184
GW (intra-modal geometry),canonical,aggregate,247
GW (intra-modal geometry),canonical,aggregate,180
GW (intra-modal geometry),canonical,aggregate,98
GW (intra-modal geometry),canonical,aggregate,153
GW (intra-modal geometry),canonical,aggregate,53
GW (intra-modal geometry),canonical,aggregate,118
GW (intra-modal geometry),canonical,aggregate,372
GW (intra-modal geometry),canonical,aggregate,375
GW (intra-modal geometry),canonical,aggregate,203
GW (intra-modal geometry),canonical,aggregate,332
GW (intra-modal geometry),canonical,aggregate,179
GW (intra-modal geometry),canonical,aggregate,208
GW (intra-modal geometry),canonical,aggregate,85
GW (intra-modal geometry),canonical,aggregate,21
GW (intra-modal geometry),canonical,aggregate,19
GW (intra-modal geometry),canonical,aggregate,175
GW (intra-modal geometry),canonical,aggregate,219
GW (intra-modal geometry),canonical,aggregate,203
GW (intra-modal geometry),canonical,aggregate,221
GW (intra-modal geometry),canonical,aggregate,23
GW (intra-modal geometry),canonical,aggregate,257
GW (intra-modal geometry),canonical,aggregate,161
GW (intra-modal geometry),canonical,aggregate,220
GW (intra-modal geometry),canonical,aggregate,162
GW (intra-modal geometry),canonical,aggregate,27
GW (intra-modal geometry),canonical,aggregate,19
GW (intra-modal geometry),canonical,aggregate,207
GW (intra-modal geometry),canonical,aggregate,187
GW (intra-modal geometry),canonical,aggregate,308
GW (intra-modal geometry),canonical,aggregate,315
GW (intra-modal geometry),canonical,aggregate,287
GW (intra-modal geometry),canonical,aggregate,237
GW (intra-modal geometry),canonical,aggregate,105
GW (intra-modal geometry),canonical,aggregate,331
GW (intra-modal geometry),canonical,aggregate,26
GW (intra-modal geometry),canonical,aggregate,312
GW (intra-modal geometry),canonical,aggregate,22
GW (intra-modal geometry),canonical,aggregate,68
GW (intra-modal geometry),canonical,aggregate,121
GW (intra-modal geometry),canonical,aggregate,201
GW (intra-modal geometry),canonical,aggregate,391
GW (intra-modal geometry),canonical,aggregate,146
GW (intra-modal geometry),canonical,aggregate,377
GW (intra-modal geometry),canonical,aggregate,380
GW (intra-modal geometry),canonical,aggregate,133
GW (intra-modal geometry),canonical,aggregate,97
GW (intra-modal geometry),canonical,aggregate,48
GW (intra-modal geometry),canonical,aggregate,96
GW (intra-modal geometry),canonical,aggregate,214
GW (intra-modal geometry),canonical,aggregate,313
GW (intra-modal geometry),canonical,aggregate,115
GW (intra-modal geometry),canonical,aggregate,91
GW (intra-modal geometry),canonical,aggregate,71
GW (intra-modal geometry),canonical,aggregate,219
GW (intra-modal geometry),canonical,aggregate,253
GW (intra-modal geometry),canonical,aggregate,138
GW (intra-modal geometry),canonical,aggregate,139
GW (intra-modal geometry),canonical,aggregate,184
GW (intra-modal geometry),canonical,aggregate,151
GW (intra-modal geometry),canonical,aggregate,27
GW (intra-modal geometry),canonical,aggregate,122
GW (intra-modal geometry),canonical,aggregate,65
GW (intra-modal geometry),canonical,aggregate,391
GW (intra-modal geometry),canonical,aggregate,228
GW (intra-modal geometry),canonical,aggregate,271
GW (intra-modal geometry),canonical,aggregate,192
GW (intra-modal geometry),canonical,aggregate,195
GW (intra-modal geometry),canonical,aggregate,298
GW (intra-modal geometry),canonical,aggregate,26
GW (intra-modal geometry),canonical,aggregate,328
GW (intra-modal geometry),canonical,aggregate,69
GW (intra-modal geometry),canonical,aggregate,366
GW (intra-modal geometry),canonical,aggregate,196
GW (intra-modal geometry),canonical,aggregate,21
GW (intra-modal geometry),canonical,aggregate,235
GW (intra-modal geometry),canonical,aggregate,288
GW (intra-modal geometry),canonical,aggregate,316
GW (intra-modal geometry),canonical,aggregate,219
GW (intra-modal geometry),canonical,aggregate,357
GW (intra-modal geometry),canonical,aggregate,164
GW (intra-modal geometry),canonical,aggregate,169
GW (intra-modal geometry),canonical,aggregate,13
GW (intra-modal geometry),canonical,aggregate,89
GW (intra-modal geometry),canonical,aggregate,62
GW (intra-modal geometry),canonical,aggregate,97
GW (intra-modal geometry),canonical,aggregate,298
GW (intra-modal geometry),canonical,aggregate,167
GW (intra-modal geometry),canonical,aggregate,35
GW (intra-modal geometry),canonical,aggregate,162
GW (intra-modal geometry),canonical,aggregate,290
GW (intra-modal geometry),canonical,aggregate,17
GW (intra-modal geometry),canonical,aggregate,244
GW (intra-modal geometry),canonical,aggregate,342
GW (intra-modal geometry),canonical,aggregate,307
GW (intra-modal geometry),canonical,aggregate,30
GW (intra-modal geometry),canonical,aggregate,108
GW (intra-modal geometry),canonical,aggregate,205
GW (intra-modal geometry),canonical,aggregate,171
GW (intra-modal geometry),canonical,aggregate,252
GW (intra-modal geometry),canonical,aggregate,114
GW (intra-modal geometry),canonical,aggregate,194
GW (intra-modal geometry),canonical,aggregate,238
GW (intra-modal geometry),canonical,aggregate,144
GW (intra-modal geometry),canonical,aggregate,28
GW (intra-modal geometry),canonical,aggregate,289
GW (intra-modal geometry),canonical,aggregate,35
GW (intra-modal geometry),canonical,aggregate,15
GW (intra-modal geometry),canonical,aggregate,142
GW (intra-modal geometry),canonical,aggregate,77
GW (intra-modal geometry),canonical,aggregate,189
GW (intra-modal geometry),canonical,aggregate,119
GW (intra-modal geometry),canonical,aggregate,159
GW (intra-modal geometry),canonical,aggregate,297
GW (intra-modal geometry),canonical,aggregate,149
GW (intra-modal geometry),canonical,aggregate,209
GW (intra-modal geometry),canonical,aggregate,279
GW (intra-modal geometry),canonical,aggregate,15
GW (intra-modal geometry),canonical,aggregate,332
GW (intra-modal geometry),canonical,aggregate,39
GW (intra-modal geometry),canonical,aggregate,273
GW (intra-modal geometry),canonical,aggregate,334
GW (intra-modal geometry),canonical,aggregate,188
GW (intra-modal geometry),canonical,aggregate,165
GW (intra-modal geometry),canonical,aggregate,170
GW (intra-modal geometry),canonical,aggregate,161
GW (intra-modal geometry),canonical,aggregate,353
GW (intra-modal geometry),canonical,aggregate,54
GW (intra-modal geometry),canonical,aggregate,218
GW (intra-modal geometry),canonical,aggregate,215
GW (intra-modal geometry),canonical,aggregate,55
GW (intra-modal geometry),canonical,aggregate,248
GW (intra-modal geometry),canonical,aggregate,348
GW (intra-modal geometry),canonical,aggregate,335
GW (intra-modal geometry),canonical,aggregate,27
GW (intra-modal geometry),canonical,aggregate,310
GW (intra-modal geometry),canonical,aggregate,177
GW (intra-modal geometry),canonical,aggregate,342
GW (intra-modal geometry),canonical,aggregate,358
GW (intra-modal geometry),canonical,aggregate,234
GW (intra-modal geometry),canonical,aggregate,189
GW (intra-modal geometry),canonical,aggregate,300
GW (intra-modal geometry),canonical,aggregate,245
GW (intra-modal geometry),canonical,aggregate,95
GW (intra-modal geometry),canonical,aggregate,116
GW (intra-modal geometry),canonical,aggregate,346
GW (intra-modal geometry),canonical,aggregate,144
GW (intra-modal geometry),canonical,aggregate,121
GW (intra-modal geometry),canonical,aggregate,16
GW (intra-modal geometry),canonical,aggregate,106
GW (intra-modal geometry),canonical,aggregate,6
GW (intra-modal geometry),canonical,aggregate,78
GW (intra-modal geometry),canonical,aggregate,300
GW (intra-modal geometry),canonical,aggregate,229
GW (intra-modal geometry),canonical,aggregate,17
GW (intra-modal geometry),canonical,aggregate,80
GW (intra-modal geometry),canonical,aggregate,50
GW (intra-modal geometry),canonical,aggregate,122
GW (intra-modal geometry),canonical,aggregate,24
GW (intra-modal geometry),canonical,aggregate,349
GW (intra-modal geometry),canonical,aggregate,171
GW (intra-modal geometry),canonical,aggregate,17
GW (intra-modal geometry),canonical,aggregate,300
GW (intra-modal geometry),canonical,aggregate,395
GW (intra-modal geometry),canonical,aggregate,82
GW (intra-modal geometry),canonical,aggregate,287
GW (intra-modal geometry),canonical,aggregate,223
GW (intra-modal geometry),canonical,aggregate,228
GW (intra-modal geometry),canonical,aggregate,221
GW (intra-modal geometry),canonical,aggregate,38
GW (intra-modal geometry),canonical,aggregate,344
GW (intra-modal geometry),canonical,aggregate,70
GW (intra-modal geometry),canonical,aggregate,216
GW (intra-modal geometry),canonical,aggregate,104
GW (intra-modal geometry),canonical,aggregate,307
GW (intra-modal geometry),canonical,aggregate,246
GW (intra-modal geometry),canonical,aggregate,86
GW (intra-modal geometry),canonical,aggregate,287
GW (intra-modal geometry),canonical,aggregate,157
GW (intra-modal geometry),canonical,aggregate,217
GW (intra-modal geometry),canonical,aggregate,203
GW (intra-modal geometry),canonical,aggregate,27
GW (intra-modal geometry),canonical,aggregate,298
GW (intra-modal geometry),canonical,aggregate,178
GW (intra-modal geometry),canonical,aggregate,121
GW (intra-modal geometry),canonical,aggregate,59
GW (intra-modal geometry),canonical,aggregate,169
GW (intra-modal geometry),canonical,aggregate,73
GW (intra-modal geometry),canonical,aggregate,24
GW (intra-modal geometry),canonical,aggregate,263
GW (intra-modal geometry),canonical,aggregate,34
GW (intra-modal geometry),canonical,aggregate,393
GW (intra-modal geometry),canonical,aggregate,240
GW (intra-modal geometry),canonical,aggregate,244
GW (intra-modal geometry),canonical,aggregate,290
GW (intra-modal geometry),canonical,aggregate,32
GW (intra-modal geometry),canonical,aggregate,194
GW (intra-modal geometry),canonical,aggregate,25
GW (intra-modal geometry),canonical,aggregate,320
GW (intra-modal geometry),canonical,aggregate,96
GW (intra-modal geometry),canonical,aggregate,81
